pubkey,idebt_ratio,idebt_loaded,idebt_depth,idebt_agents,trustrank,in_degree,endorsement_count
487b1c24caca453fa65e47b4dfe3e8cc70a39f0d6c8c33042b85a7c155be3805,7.453073e-06,1,2,1,1.881699e-04,1,1
48a79e7f0c68210366bb5e943f7a472f7072d3b852901fb9fd27d0469e2b8533,3.726537e-06,1,2,1,1.881699e-04,1,1
48dcc32b77f32133181072d83900bdc69298eaf47ff7d55d881c22ac6271289d,7.453073e-06,1,2,1,0.000000e+00,0,0
495591c4a4567502ac1d28b00cbc9247f8a0ce0ceb78fed3f5a1f5b880f14ecc,1.608561e-05,1,3,1,4.210255e-04,1,2
4a0bef29147c04b678e9a6190a3a229f63a0e7df00a350c6817b5a848b831b79,1.358323e-06,1,5,1,5.822626e-05,1,1
4a10bb04f9a3d8bd1b31593420f28b2a24fdd293c68e8febc6cb76fdc8140e1f,4.658171e-08,1,3,1,2.191735e-06,1,1
4a95ab7dc3d3e789d75ab332c79cbcbc295f3c1d047e3c2d263706e53af6d69f,4.658171e-08,1,3,1,2.191735e-06,1,1
4ac8d58bee3010b25a61e927f90f9ac67cbe43e1a23d91a0a528423caf5f39b6,1.787290e-05,1,2,1,4.851167e-04,1,1
4b43ae4895f80db4b44326828c9d5e825a135b303f2399ce8ddac8626d0776f8,7.453073e-06,1,2,1,1.881699e-04,1,1
4b67c0b63bb85e4d40e34aaf4bfa5fa2927d9dab074005df7cee19e5ce6db9f1,4.658171e-08,1,3,1,2.191735e-06,1,1
4b6f4bccb479c8bf203b03ddd258c22deacdf8ffec723e3b1f8d59b43dc9483e,1.787290e-05,1,2,1,4.851167e-04,1,1
4b776e5d3b6561c2b5bf3725a18c7ed6960c718cfcb48e3093dc97a9ba8aca83,2.062258e-07,1,3,1,1.006080e-05,1,1
4bd1a375eb7096ff7c3b270e309f2313d6f64b0dbf8ddd7efe97f32002e3e327,7.453073e-06,1,2,1,1.881699e-04,1,1
4c2a948d169f4762af889baf2659f38c1a809fe2070ae6ddf45dd37b5701d568,1.676941e-09,1,4,1,6.885185e-08,1,1
4c34df68d2d2fd551604c0f2fac36cf1343d79102fc3ffbafac2e1304bcb4ab9,1.497269e-09,1,4,1,6.639285e-08,1,1
4c484599315d9267e5920fbe83fd171ed55f1b712a5e71d2a410352862bc2a60,1.629123e-05,1,2,1,4.293068e-04,1,1
4d99abd92f4233597d4c9c1c20ccb50072b87ba8eab3fd5f06ae517432289a81,7.453073e-06,1,2,1,1.881699e-04,1,1
4dc45d6308c56a69f1f9d0656de1edf421c3a6e2330bf25396110355c5412970,4.192354e-09,1,4,1,1.859000e-07,1,1
4de3efd24d921d9559687643dfe344271421eb8d37efba598584daa37cf97973,7.453073e-06,1,2,1,1.881699e-04,1,1
4dff38d0adce78834b9f3e07748fb9a4fe8baba8d6b2a51c59464e0c40878c0e,4.658171e-08,1,3,1,2.191735e-06,1,1
4e44be209457b13a16966e3516a3ca080d61a80a12d4517a89bab1b3e1105f4a,7.453073e-06,1,2,1,1.881699e-04,1,1
4e50ef6da7afe4129e0b91c58ed5a87cdedf757b3235072cc765d52f243f6ae2,4.658171e-08,1,3,1,2.191735e-06,1,1
4ebc8eddb04ab0cf67027a36e68efda0929497b348da5068d0b62a3db0c3c14d,7.453073e-06,1,2,1,3.763397e-04,1,2
4f65039ae62f16d19875b7698e98f67c46b89f2a3ee4b71fa9c057d8f54b6143,7.453073e-06,1,2,1,1.881699e-04,1,1
4f8b3abdef9db39dea4847a4b8fb336512016ef56f7ef12230fc53c0fc571a00,4.658171e-08,1,3,1,2.191735e-06,1,1
4fb78717376c69c68548cbc7606763e3d2fd468779ec94fcc450059360011309,1.676941e-09,1,4,1,6.885185e-08,1,1
4fbed7e12376155d19b2b80cb57d64818a42b244b9cf3858fe7d6161e28fa162,2.484358e-06,1,2,1,1.881699e-04,1,1
4feaa12c46174757e9ef05a4574740989166cdba09e9c94507547b61f92a2e9b,7.453073e-06,1,2,1,1.881699e-04,1,1
5008809d4c3578fae75b18162ceba4e5b1e5a1cd5bd4ce6742d7898da02a0cef,1.787290e-05,1,2,1,9.702335e-04,1,2
50254a090a5c8db89c8b0a351b44ddcfdea2dcbc5d5088a0b0a467e3b883ba5c,3.974972e-06,1,2,1,1.881699e-04,1,1
50c16e99abdfc91d24c96a4932a98f0efcb4c812b511987fafb9a56d104a70fb,1.192492e-05,1,2,1,2.281690e-04,2,2
5168f7fd6cd3179998da445ce920c0d26e87dea29c05bfceedd11a55a5f822a9,7.453073e-06,1,2,1,1.881699e-04,1,1
5179400dd8770d37aee1b690a1860c3b80aa4967c1341a372fbd9360498517d9,7.453073e-06,1,2,1,1.881699e-04,1,1
517ece5201c56ff2d5312c904cf18ce6a799ae85855e583e26b091a081aa19b3,7.453073e-06,1,2,1,1.881699e-04,1,1
52236a971096a6712551926948e2d59d6263b8e162191484d1b922af4007bef0,4.658171e-08,1,3,1,2.191735e-06,1,1
528a94bd466db1d3b5529a9c570609d1857f3ad39e221f3c86b4a4522b2481f7,2.235922e-06,1,3,1,1.599966e-04,1,1
530c59b4106131ebd2c3949de1ece8207d3565dd9a63e8dd0855a31d991fdcdc,7.453073e-06,1,2,1,1.881699e-04,1,1
533ece02e4fb390295d1ccedc6a5b8138b5bb35dbe180f4a8864eda78c9d2b89,7.453073e-06,1,2,1,3.763397e-04,1,2
534480ed913eb3313d283e3880834fa5f834f9e52671d287cbd8193ea6ef0a6e,7.453073e-06,1,2,1,1.881699e-04,1,1
536a48a6096602a486cf2d253d0299281e931c0dbdf5984fe4f6648e4712b398,4.658171e-08,1,3,1,2.191735e-06,1,1
53e25171e0272ef64a52608f6be6b493a649d1bb5d326acb856fa4dcd7fbf9c7,1.787290e-05,1,2,1,4.851167e-04,1,1
543c386a1c7b571186d1b8fae2ba4bbe9c50a87e756aa0ec44c7a268c0ca4538,1.629123e-05,1,2,1,4.293068e-04,1,1
544312cb0959fd92ac22dcf45c2d550973f42abc5944d80a493a22122c44cff8,7.453073e-06,1,2,1,1.881699e-04,1,1
546d451bb4e1fb90c488a273a4274c190b79a5c30abf3358bcc9e4b0b1f9a8db,7.883058e-08,1,3,1,2.334735e-06,2,2
5480c93ca52c106b948aec6cfcf62385883e691c460d89d1924204bba3711fc4,7.453073e-06,1,2,1,1.881699e-04,1,1
548ef3154395ee70646d4b17191e0197ea9a233c36d7d5e97c1189af919c61e0,7.453073e-06,1,2,1,0.000000e+00,0,0
561d362bc0628cf5bac50a0e53c338505c6a7979eed5ac64073db59a107da38e,1.497269e-09,1,4,1,6.639285e-08,1,1
562a5fa0e79874c0a80d06292ceb3ef67870c07d95958a03b5db435d4322b2ea,1.676941e-06,1,3,1,7.999832e-05,1,1
5651747a182fc64d48a47e34637d8c1e7380863c6df3015e1c015b1df2ad1655,7.453073e-06,1,2,1,0.000000e+00,0,0
56a46c9aa03a0e0584153c4e1824e421696e51fc006bd1d7d9e0acfc402ebb89,4.658171e-08,1,3,1,2.191735e-06,1,1
5721e9fcbac697b066605c643b21ee28b1a6c506e39e4322ab9e79c02184b204,7.453073e-06,1,2,1,1.881699e-04,1,1
57b4d129780c0f206ff519e5f6de471a244526e472e2d5f4c16afdcddcd9eca4,4.658171e-08,1,3,1,2.191735e-06,1,1
57e8904f861fdab97ab99351a8e5923553ca1ee7aca63dfea631f2447530ae7e,1.629123e-05,1,2,1,4.293068e-04,1,1
58607c2c4bac0d5a5ca8f1ac1da0a46878ac9c1cc3f23b993b0f8bac43792e41,1.787290e-05,1,2,1,4.851167e-04,1,1
5894b0187f227faebc48fe699f48a8941cf58909e29ae08372d429ee6c22a629,7.453073e-06,1,2,1,1.881699e-04,1,1
59b4373725ec3293045664ae1e1987c9d19210f545dd4cb1cda6a5f12dd09573,7.453073e-06,1,2,1,1.881699e-04,1,1
59bf05da039051de4ce3473c051a82e750710c5ad4381a5d752aeb8f941a9093,1.787290e-05,1,2,1,4.851167e-04,1,1
59c6dc8d504e3bae2fdd27f3047badd43ae56a34d81ef25873f4d94a1d1015a1,7.453073e-06,1,2,1,1.881699e-04,1,1
5a27c3949db6a40aa3be8055405998d13f5e93f6d493769acd24cf5a4f6cf0b0,1.787290e-05,1,2,1,4.851167e-04,1,1
5a700911fb3a42b9338157aeaf1f17de7009231039faf4a512db081d2b2a2a15,7.851053e-06,1,2,1,1.006080e-05,1,1
5a8e36ef2590d258662e86d95124f0312e3856dd40ce3ebea248205a7afc8c83,7.453073e-06,1,2,1,1.881699e-04,1,1
5b6ffa611d136cfb51227ba26bed781139c443136af35cbfead42dabffdb469b,4.658171e-08,1,3,1,2.191735e-06,1,1
5c31060ccd6e53acf89c6dc8b7539162fd9b68ec2ec83f2f37f7e421dd0f33a0,4.658171e-08,1,3,1,2.191735e-06,1,1
5c4c0a20ad7c9354b296f73eb3fd0854622360a046678f6d6a0e46b0dd6bfefb,7.453073e-06,1,2,1,1.881699e-04,1,1
5c50bafe6a5ec38af2895239192ab05401a8cacc79c5865ca5f2e3fa087eab58,1.787290e-05,1,2,1,4.851167e-04,1,1
5c7d6710cf25929f3563f68e3b07f059bc533ec61348a1a08cf3f845954b52a2,1.787290e-05,1,2,1,4.851167e-04,1,1
5cb8ff20ee3bf54357136b346c3ef139087beab265fccf5d344ada0d171d6f90,1.629123e-05,1,2,1,4.293068e-04,1,1
5cfc0fe7c11ed63621c3e981f99b3b285f203a3c836eb5c1f86b461e2fa4b9f2,4.658171e-08,1,3,1,2.191735e-06,1,1
5d28aba3f14af4d153367b17aa81fc7d2f7d800dbb9f97e89bc3ae5b14c53152,1.497269e-09,1,4,1,6.639285e-08,1,1
5d47f63a222b6286f180d818bf7ee09766e12b09b5105dac061f9b00a9051303,4.124516e-07,1,3,1,1.006080e-05,1,1
5d4c28e05ef4ec40e52bc7d55ebe5f18baa15759c6523a2c3333aa00020638f7,1.787290e-05,1,2,1,4.851167e-04,1,1
5d544ece122bfebe231c99b49e166ea81f813425b1ded455d04ec4978514cf71,7.453073e-06,1,2,1,3.763397e-04,1,2
5dcb801504f2d0bc7525b3abfa166c58240c40e31f9bcfb1f1c044fd3c651b36,7.453073e-06,1,2,1,1.881699e-04,1,1
5de864c88d4bec3f26dc18782c97d56425b82783cbab419805de4133e8edbc43,7.453073e-06,1,2,1,1.881699e-04,1,1
5dee33d393144a7792691f18360f8b54ea119ed5306636c077fe2681d9dead14,3.224887e-09,1,4,1,1.430000e-07,1,1
5e65905f5e0d7d2f9f197c7ed00b4f1a5fc256fa12ea34094bc86adb3272ed4c,7.453073e-06,1,2,1,1.881699e-04,1,1
5fbd0ab4b5f42d1d678bfb7845aa6a7910412931c2ca8507e10cc5decac04d67,1.787290e-05,1,2,1,4.851167e-04,1,1
5ff07526ae63e369fc6ea3725db9db431e5e2f15aa7833e657a7536383824dd4,7.453073e-06,1,2,1,1.881699e-04,1,1
612ab5ede526aa9d23578946cc43976db597691427e33cd50297d9656625f32e,1.787290e-05,1,2,1,4.851167e-04,1,1
612d3d17962193d2d52f1e7a49344e41b62641b543cbe73941ba9ac7038fd599,1.787290e-05,1,2,1,4.851167e-04,1,1
61484eb2470e5eec0d82447b62106bf068427d32b691ec9782dbdc57556ceaa1,1.497269e-09,1,4,1,6.639285e-08,1,1
61a7253bcb26dd639621f792ea9e6818d1ff0a3db7a5f57f059c97f0490912fc,1.629123e-05,1,2,1,4.293068e-04,1,1
61c4f935521dc61e215a31a7fc5bf2f83c23490088d3eb86d34344d427c61dbd,2.031679e-08,1,4,1,1.430000e-07,1,1
627875af5615538cbfd8fe88dfc3e6f28ea449fbd5434f87f1cc8af77887f574,1.658974e-08,1,4,1,1.824487e-07,2,3
62d7cff625b899b4bab3d2b46a0d6a337d6f2938386fc9dcc717e723a98dfad7,7.453073e-06,1,2,1,1.881699e-04,1,1
62fb1f81711e42b9ef22b446895fd6c52ff1bb084f453eae7a8857ff98290800,1.629123e-05,1,2,1,4.293068e-04,1,1
63a64a0a0d855fc5db6f592415241a2292cda16a34f5dc31c1833749f1b8ba2c,1.787290e-05,1,2,1,4.851167e-04,1,1
63bde66e0b25745279315a5d7a3d3a6e0425469ca6e294419083d6cb72720856,4.658171e-08,1,3,1,2.191735e-06,1,1
65063c29aca3021361d2f408f25b9f1cc3521b87a6be66df9d1a3acd15d7d42d,2.484358e-06,1,2,1,1.881699e-04,1,1
6523bc661a75c56c5798282709c5c0527a0c26e08c39080c564bc701e123f07c,7.453073e-06,1,2,1,1.881699e-04,1,1
65678d890126c7f33f1f3fa3ab675e19f0826d7bd1d82bab9882a29e9633cd97,7.453073e-06,1,2,1,0.000000e+00,0,0
658e67630b34eae8630d93a0393a69001ddf5ec2961ad752d5a4aaabb344e86e,1.629123e-05,1,2,1,4.293068e-04,1,1
66e8d7e87f2033c35936c60044f89da4bf590b4b939c609864f84905d3cebee4,4.658171e-08,1,3,1,2.191735e-06,1,1
6707d535238b82b3cc0fa4fac9a4c3f903b20041f16b51dddaf2c8c36f5c4b5d,7.453073e-06,1,2,1,1.881699e-04,1,1
67a2ccfcd0653ac0ed0aeeea9019a3bf92a67120b45087c3734a653466180b2b,7.453073e-06,1,2,1,1.881699e-04,1,1
67f0dec3a80dae6f6d2a537458da7076d7ef1c36f20af1075ad903be1fa54db9,1.629123e-05,1,2,1,4.293068e-04,1,1
6814fc5af698180acfbb3f56a1fc5a4f420e0949f8a9f1a3e1493235cd8c2f64,1.497269e-09,1,4,1,6.639285e-08,1,1
6950d8fe56437b08a019437054f7c3244852b22977c5ba8352ab4b07e65606dc,4.658171e-08,1,3,1,2.191735e-06,1,1
69959c0fec9f39958be9bae11ca7a3dc81ef3966d860e9596c9f344981c3e7cb,2.096177e-08,1,4,1,1.859000e-06,1,1
699c59ea757a3fe4ef9ab948e161697c2051e488997fc0b9f04345b1b84b3848,2.454545e-03,1,2,1,1.617056e-02,1,1
69ddab7adba27947a2d6e3fb6a0b42ee6ba1f0219b64e9e32314edea866bdac3,1.497269e-09,1,4,1,6.639285e-08,1,1
69e6d4aa6000dce1b2e226c7e7ecef0037dc804a012f1162610e837aa3ca4f73,3.726537e-06,1,2,1,1.881699e-04,1,1
6a563672ca39b8a5c018784b5d9960e863616d12a827e4ba2d5b299a89c1138f,9.240364e-05,1,2,1,1.881699e-04,1,1
6b057b8a8316667ebc241813fb9d91479f6eeffd68da58cd59107baf0b36e4db,1.629123e-05,1,2,1,4.293068e-04,1,1
6b4a0bcc1ccfbdd49a83493a6de3e34a3c4f4ca1a0c1fc784847527a8c3cf0df,6.453602e-07,1,3,1,1.006080e-05,1,1
6c1e0fa7cfa67704f3d84cd42a62c701691923f0db4d1ee92c7dde6e77d6c4a8,7.453073e-06,1,2,1,1.881699e-04,1,1
6c5336f93080bc466e6c327479e18313366fc8911cbeb8558d7569050293429a,1.676941e-09,1,4,1,6.885185e-08,1,1
6c6ab2fb13ca77f4fe01044fac16f746c824fb95dbbb574812f77475a5704f7c,1.787290e-05,1,2,1,4.851167e-04,1,1
6d036088bae3699dab6691dadb188a09556512377d47be7901d617069ef0bc67,7.453073e-06,1,2,1,1.881699e-04,1,1
6d0e758773bf1d5cc965045c854c6cac92857063994d51bc58e54798e4deaa8a,7.453073e-06,1,2,1,1.881699e-04,1,1
6d311be9c2e583e12bdc9521625fe03a18a7d3066c35f6a7d8f22065cd7dc0fa,1.787290e-05,1,2,1,0.000000e+00,0,0
6e915b7c45cc46aba811b5c5f8bdc6cbb5dded88db6de1de07689b08f41b4ecd,7.453073e-06,1,2,1,1.881699e-04,1,1
6faeb32df85f1fba86d376b4166740e0b0621ee0a066d181ebfe217861843730,1.787290e-05,1,2,1,4.851167e-04,1,1
6fbcd4bb7c424c11afa9ff00ae6bcc055ff85be619e80e1af0ea034fcd7fbc72,1.497269e-09,1,4,1,6.639285e-08,1,1
716829d45fdbbcff2a1167fe68b0fbbdc3d246ecb70175d27c0d6605bbf5f0ab,1.608561e-05,1,3,1,4.124929e-04,1,1
7279f45ef80d6320f6138e4594a785bfed2fc58c7d1cf5fbf59f8bd1ac6fa1b6,1.629123e-05,1,2,1,4.293068e-04,1,1
72baa3c9a61abc0bcd98b4291a984c567b8a9e1d2827a032dea5379c5af7ba3d,4.124516e-07,1,3,1,1.006080e-05,1,1
72c51d80c602d834e4fab237fb4909319608d6674572c299dad3a52f70c7402a,6.335112e-08,1,3,1,2.260587e-06,2,2
72d96d3b96454ec19ee68aa2ae9325e8a9cd0aa86dd1b7841240052b85be5403,7.453073e-06,1,2,1,1.881699e-04,1,1
7334fd9f5625efdf4b4321ea36363bb273968df9d12554fb2e945c8e628648b5,4.124516e-07,1,3,1,1.006080e-05,1,1
7387895b83e69cc3d2f75e05f4ab3805a4a2f8269ae08bd9853c875096d2c096,0.000000e+00,0,,1,0.000000e+00,0,0
73887674ec3624069c39b91c18d70a49d57fb39adbb9e4fe86bd52247df0db62,7.453073e-06,1,2,1,1.881699e-04,1,1
73c678048e32115d2712f648a71c75efc90b6564dd8d114ea34c45075e5bab30,1.629123e-05,1,2,1,4.293068e-04,1,1
7414a492b7c004ce41f90ac6b3062de574fe321f2e57fff9c41c2baf7b2f98b1,7.453073e-06,1,2,1,1.900289e-04,2,2
74215c73878a76661d94668b23e9f7469ccf4f54dfc9c1a810a4ef865f3055dd,1.629123e-05,1,2,1,4.293068e-04,1,1
74690f1437531d62e8eddaa8554e0e6563886ee5888720a3301e2050cbfc0e02,3.224887e-09,1,4,1,1.430000e-07,1,1
747a365a284d74618ea44832f4eb589ed0633f5a37e7fb62cf4f6f3a785023ed,4.658171e-08,1,3,1,2.191735e-06,1,1
74c7ed12e4036adeb97ff2dce183e064a653aa065568fdd4130520f8e6e53508,3.726537e-06,1,2,1,1.881699e-04,1,1
768f95dbc5cbca1a9c8030fc89aebd88bdf8e51f2f01f5bd64575f6b33eef449,7.453073e-06,1,2,1,1.881699e-04,1,1
771b6318023ab026e20c34584afbaee79eaaf77834ce2434bc47e4f13322a921,7.453073e-06,1,2,1,1.881699e-04,1,1
782f0ec3c5405fc372e427e52730cb7fce0f1471b3d16e5ca21c681187500364,1.629123e-05,1,2,1,4.293068e-04,1,1
78981294c0ff82b244a039852a723b47db3a99178c256e69a672b7fbaff819f7,1.497269e-09,1,4,1,6.639285e-08,1,1
78d457d8908938d5148365b88c62fe179a65701341bb8ba4bd95ba55a13cda98,1.787290e-05,1,2,1,4.851167e-04,1,1
78fe1c79f6693cdf2153f6571711c997636fbd989d2ff8d9d48caf954bb50a69,7.453073e-06,1,2,1,1.881699e-04,1,1
79af352398da1900738659aef17fd68fe36f510e1bb02c2d455e438aa2b326dd,7.453073e-06,1,2,1,9.408493e-04,1,5
79ea0dfd8e0b8e314d890d14074de70158ccde069fa4176f1610aea04f5d0b1e,8.145615e-06,1,2,1,4.293068e-04,1,1
7a6dd0d5184e688f39d8c0885a088a40f68d38c33ca867761f6629fef682c9f6,7.453073e-06,1,2,1,1.881699e-04,1,1
7ae6af0801fba94141b3f88103b2871c86179e10928579879dde65e1a4b9aa4d,1.629123e-05,1,2,1,4.293068e-04,1,1
7afc9a59b89367bc2a8b77f9b7a93661e217be94d1b6d54560bfcf2001897a8f,1.629123e-05,1,2,1,4.293068e-04,1,1
7bc520f8d95ee0b26f70cc0d255dae13947386cc166734948ae4112a3d420e46,1.787290e-05,1,2,1,4.851167e-04,1,1
7c320518a19bca0391147bb17ab13f327a530576279995f337d2b9d5da1b0b1b,4.471844e-07,1,3,1,3.999916e-05,1,1
7d6c6db5aac176e532e08a5287b5d03691c60a89c3bac5c9370af407c451abeb,1.497269e-09,1,4,1,6.639285e-08,1,1
7e32dd9a2b902fe38f56c5dab07d4a0ab43f15f30e490081d17c7da1709ac46c,7.453073e-06,1,2,1,1.881699e-04,1,1
7e4175445d9f6b2e8687eafad95c13e7339fd2a780768f14dc550b6ff7eeb6d9,7.453073e-06,1,2,1,1.881699e-04,1,1
7ee10c47d518d8416d825e53c08f824bd86c0f779a380fcd51b2193ffa032eb1,1.787290e-05,1,2,1,4.851167e-04,1,1
7f32941266efca36a04f375fc87dc1fd4a73b338fa93cbe68299e73e6b0b5c10,1.097031e-04,1,2,1,6.232302e-04,2,2
7fd538b14c3154e16f206f97571286d901c769827300d5301fbce64b0b2b4d8b,4.658171e-08,1,3,1,2.191735e-06,1,1
7fd7bd41deeb7655b3c36e1e66bb3fa143453067643b1ccead46fd72b319da35,1.629123e-05,1,2,1,4.293068e-04,1,1
7ff805b041fd4efcabfa3055e2fd18aa55b1029615e0a6fffd7965401e754da4,1.787290e-05,1,2,1,4.851167e-04,1,1
80adc12a8eb01aef21eb08d03fed19af49b87dfc9a95c22edf7f67b2c5fdbd33,7.453073e-06,1,2,1,1.881699e-04,1,1
80d8c9eff8178fcd42f8e16dfe16952c54ef894caf6736d00b85dc5123e6e4a2,7.453073e-06,1,2,1,1.881699e-04,1,1
80ddbbb444ce5b196fc8aba73082d7e765e517403805a6095ce4a19aa3a2822b,1.629123e-05,1,2,1,4.293068e-04,1,1
816e03e07a915c90582b89cb4830e7f44c330361674220684c716992db447d6b,3.726537e-06,1,2,1,1.881699e-04,1,1
82225a7e51edd18a531e190f736b7b5363223e543d3861039329cb2d855f4d32,4.124516e-07,1,3,1,1.006080e-05,1,1
82cd01d9fb24d2c080d723420f45e8b418ba73567047a3c578e20686732e6e10,1.787290e-05,1,2,1,4.851167e-04,1,1
82eee708ee276170f627c704a0e5a6edca28a1697545130ae0641f30039a2d76,1.856032e-07,1,4,1,4.266277e-06,1,1
841518c207a5f963d590fe59cd22bbed99cb36afe23a3300df097fb864b5a471,1.676941e-09,1,4,1,6.885185e-08,1,1
841a71a6c065f274e2628d762e082594ef21d57024fa168a6161207692852c8f,3.224887e-09,1,4,1,1.430000e-07,1,1
8435276e2c775158820a4f4518293def64ba2127d108b1054dd4681d6129a344,8.181818e-03,1,1,1,5.708264e-02,0,0
843971be076356a5632f0e53aeb142a3c707284ba3f9cd9fa342d63cbce10fb3,7.453073e-06,1,2,1,1.881699e-04,1,1
844da9b977d883c47d144689d9679633198e91810a4ac407c9cf170ce65610a9,4.658171e-08,1,3,1,2.191735e-06,1,1
8477e58e7fb06ee94bf85b0b50d2c2d5720d8f0a13e95c1d989adc86436b1d56,1.629123e-05,1,2,1,4.293068e-04,1,1
84a9496dfe533ca792f0b73d95ee3d9b3fbbe50703fd74fc1eb8b22b10af7a37,1.629123e-05,1,2,1,4.293068e-04,1,1
84ef20c06a9868ecc2f08477af83365674b819818800e9642627995cacdb0d81,4.658171e-08,1,3,1,0.000000e+00,0,0
854a7efe1412794e6492f1444c36ef88a0779e4551ebf8f1bb9750652500bf99,1.629123e-05,1,2,1,4.293068e-04,1,1
85aa0a761aea90c543868d5aaa0cda442d64a663b0b58f8d8042ce3d7d222d0e,8.181818e-03,1,1,1,5.708264e-02,0,0
860806b728520a114f1d86b1ea43c6cc554f42bc474b2dad2ca02f0965dfb015,3.726537e-06,1,2,1,1.881699e-04,1,1
862fcd619d6142a2e44b258a13938fa6ccb25e61699fd2fe36a350396c5cc442,4.124516e-07,1,3,1,1.006080e-05,1,1
8641366d2435d6a7fdad2842ef34de34da2d01fcf540c5cbb0c8d8f61caa8320,7.453073e-06,1,2,1,1.881699e-04,1,1
86aa191ce893dc82b4a03da181eb1c26eed24351a2d40883fa15f8ea81eb0130,4.124516e-07,1,3,1,1.006080e-05,1,1
86c156551275b3f16fb4a3076e55195c531f61c44ad9d939e8b19e42473229d7,4.658171e-08,1,3,1,2.191735e-06,1,1
874c51f4ddafa9e058dc57d53d0d860c2b1443af6c1f6842521db8ae4a35a423,1.787290e-05,1,2,1,4.851167e-04,1,1
886be35bb979db830977ba21cb4e70c7e666f1d9ae7c85065f657f863e0e0801,2.329085e-08,1,3,1,2.191735e-06,1,1
893d0cee441fb4095d30875f7dadef5a0881d4754cd574bbead53b4cb96e1666,4.658171e-08,1,3,1,2.191735e-06,1,1
89c43e568e02d1a379f8f7d6a84ab13dcbc378c8e363e15d06d09be43aebb219,1.629123e-05,1,2,1,4.293068e-04,1,1
8a14c8507cfc811e754ce5ae12c100dec56c4f9dfdfdd001329061c5a6dd13c1,1.787290e-05,1,2,1,4.851167e-04,1,1
8a5803a3adb03aafa3bd6237ff334ff178874a074ea8cd0ff95dffeb526eb8bd,7.851053e-06,1,2,1,1.006080e-05,1,1
8b3c85219029a8cc356cf17e1279a0b6677fc1f19bdf1cad3f49cc1566cb79cb,7.453073e-06,1,2,1,1.881699e-04,1,1
8b6f45600e9b0fe59122e2ff1efd595824691ae64d4334dc9fffaaa52d99601f,3.464232e-05,1,2,1,0.000000e+00,0,0
8b9d0cbb53b7761d6134f6aef7e04dfb72f9bb87f7ab9ce74c29e48240030b73,4.099190e-05,1,2,1,5.363364e-04,2,3
8c2c82b2dca3e3176dadf46ba3579f6e37ca39eae338dd690a24c9ed6e77741a,1.727334e-04,1,2,1,5.893035e-04,2,4
8db780d40170debe580161a12bc47a0c88559f6bc4706a18ce77b91c406ddfe8,7.453073e-06,1,2,1,1.881699e-04,1,1
8dca88b8a3fd614996e151d2ce32d44a04a7bc049a26cdf157f3e696264ab451,7.453073e-06,1,2,1,0.000000e+00,0,0
8df8471a8376495013d127850ef518f3071698b6763303fbd622d5949fbc88ce,6.453602e-07,1,3,1,1.006080e-05,1,1
8e325b2368abf77eb3926f965b0f47e71748b0df9f45348b0bb07a2a51874d0f,4.658171e-08,1,3,1,2.191735e-06,1,1
8ee553504450181254e17d26d3b1f62a14728d930fdbb683443a1f3d56ab432c,7.453073e-06,1,2,1,1.881699e-04,1,1
8f5e19d08fa86f25519bb81eb1dfb481ce1d1a5028c2537b905511e1f43b1633,4.658171e-08,1,3,1,2.191735e-06,1,1
8f89506a3e0fdabf8bb464c8503117c699b45d2d9ace315428cb5f9f10878bb7,1.787290e-05,1,2,1,4.851167e-04,1,1
8fa6ddd8e39dfb0bd0436a398efb5e0314affee4b480daa5f1069553b6c13426,3.726537e-06,1,2,1,1.881699e-04,1,1
9004401473033135c15c531c9f5be00931b43f97091b43445e147433fda9d86c,1.787290e-05,1,2,1,0.000000e+00,0,0
906ce21d73b20a823cc38fbec26f797903037a1e84e31d016545c9e646d0475e,1.787290e-05,1,2,1,4.851167e-04,1,1
9079a9dd4ec4b503e265bada9c4cf5be64eca459bad221da3fa9cdf92839e07a,1.629123e-05,1,2,1,4.293068e-04,1,1
90aead241b725395853da3b65aff0d30176bdf3b32a5bafa4087f4184e294ad2,4.192354e-09,1,4,1,1.859000e-07,1,1
90dd98cf1d1ae0f3acb4e12c674a37af975d33b48f660d1423f854d8fe2047b0,1.629123e-05,1,2,1,4.293068e-04,1,1
91bd37bf349f2672f61ef628549895637b1bc1ea3d5a3eaa5aed81a446919243,4.192354e-09,1,4,1,1.859000e-07,1,1
91efb50a213113e0dfdab8ebce41338ba5b4ee2700180f11509a4a2a2e7b8b24,7.453073e-06,1,2,1,1.881699e-04,1,1
9218806b411b6814bce184f55b35a091740bc8c3b39b854edff0a6443940a70c,7.453073e-06,1,2,1,1.881699e-04,1,1
92afb8f5a46778bc94221fdcbcc7b79073230b228055a7ae2d0f95874b397797,3.224887e-09,1,4,1,1.430000e-07,1,1
92faf3dec9601bfe15c93bf9e750175a06f01be844df4d8ee69e4a92430f0795,7.453073e-06,1,2,1,1.881699e-04,1,1
93116574983cd2cd4eaa0f81d538cb56f80e7980dca3d5d4adbbaa5dd0023e76,4.099190e-05,1,2,1,3.481665e-04,2,2
9347141bd63a63b4efb36f436434ef56ac4ac1d5536b61becc85127e5039f568,7.453073e-06,1,2,1,1.881699e-04,1,1
940369c7ca11ccdc6aa2af22da735410ec8fbdee819eb78f7a66259433e07aad,1.629123e-05,1,2,1,8.586137e-04,1,2
